current_player,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,is_current_player_hand_winner,is_current_player_game_winner
0,0,12,43,6,0,0
0,0,12,33,6,0,0
1,12,0,46,5,1,1
1,12,0,52,7,1,1
1,12,0,42,5,1,1
0,0,12,33,6,0,0
0,0,12,43,6,0,0
0,0,12,33,6,0,0
1,12,0,42,5,1,1
1,12,0,43,7,1,1
1,12,0,33,7,1,1
0,0,12,33,6,0,0
0,0,12,33,5,0,0
0,0,12,24,5,0,0
1,12,0,33,7,1,1
1,12,0,35,7,1,1
1,12,0,27,7,1,1
0,0,12,24,5,0,0
0,0,12,34,5,0,0
0,0,12,24,5,0,0
1,12,0,27,7,1,1
1,12,0,36,7,1,1
1,12,0,27,7,1,1
0,0,12,24,5,0,0
0,0,12,33,5,0,0
0,0,12,24,5,0,0
1,12,0,27,7,1,1
1,12,0,37,7,1,1
1,12,0,27,7,1,1
0,0,12,24,5,0,0
0,0,12,34,5,0,0
0,0,12,24,5,0,0
1,12,0,27,7,1,1
1,12,0,30,6,1,1
1,12,0,23,4,1,1
0,0,12,24,5,0,0
0,0,12,25,8,0,0
0,0,12,18,8,0,0
1,12,0,23,4,1,1
1,12,0,25,7,1,1
1,12,0,18,7,1,1
0,0,12,18,8,0,0
0,0,12,27,8,0,0
0,0,12,18,8,0,0
1,12,0,18,7,1,1
1,12,0,28,7,1,1
1,12,0,18,7,1,1
0,0,12,18,8,0,0
0,0,12,26,8,0,0
0,0,12,18,8,0,0
1,12,0,18,7,1,1
1,12,0,14,5,1,1
1,12,0,9,4,1,1
1,12,0,9,4,1,1
0,0,21,51,3,0,0
1,21,0,64,6,1,1
0,0,21,51,3,0,0
0,0,21,51,2,0,0
0,0,21,41,0,0,0
1,21,0,64,6,1,1
1,21,0,74,6,1,1
1,21,0,64,4,1,1
0,0,21,41,0,0,0
0,0,21,47,0,0,0
0,0,21,37,0,0,0
1,21,0,64,4,1,1
1,21,0,69,4,1,1
1,21,0,59,4,1,1
0,0,21,37,0,0,0
0,0,21,42,2,0,0
0,0,21,32,2,0,0
1,21,0,59,4,1,1
1,21,0,66,7,1,1
1,21,0,56,7,1,1
0,0,21,32,2,0,0
0,0,21,41,2,0,0
0,0,21,32,2,0,0
1,21,0,56,6,1,1
1,21,0,38,5,1,1
1,21,0,28,5,1,1
0,0,21,32,2,0,0
0,0,21,38,6,0,0
0,0,21,30,6,0,0
1,21,0,28,5,1,1
1,21,0,28,4,1,1
1,21,0,21,2,1,1
0,0,21,30,5,0,0
0,0,21,19,3,0,0
0,0,21,12,1,0,0
1,21,0,21,2,1,1
1,21,0,9,4,1,1
1,21,0,5,4,1,1
1,21,0,5,4,1,1
1,28,0,57,6,0,1
0,0,28,36,7,1,0
1,28,0,57,6,0,1
1,28,0,67,8,0,1
1,28,0,57,6,0,1
0,0,28,36,7,1,0
0,0,28,43,9,1,0
0,0,28,35,5,1,0
1,28,0,57,6,0,1
1,28,0,66,8,0,1
1,28,0,56,6,0,1
0,0,28,35,5,1,0
0,0,28,45,5,1,0
0,0,28,35,5,1,0
1,28,0,56,6,0,1
1,28,0,66,6,0,1
1,28,0,56,6,0,1
0,0,28,35,5,1,0
0,0,28,41,5,1,0
0,0,28,33,5,1,0
1,28,0,56,6,0,1
1,28,0,60,6,0,1
1,28,0,50,6,0,1
0,0,28,33,5,1,0
0,0,28,39,7,1,0
0,0,28,32,5,1,0
1,28,0,50,6,0,1
1,28,0,54,7,0,1
1,28,0,45,5,0,1
0,0,28,32,5,1,0
0,0,28,42,5,1,0
0,0,28,32,5,1,0
1,28,0,45,5,0,1
1,28,0,54,6,0,1
1,28,0,45,5,0,1
0,0,28,32,5,1,0
0,0,28,42,5,1,0
0,0,28,32,5,1,0
1,28,0,45,5,0,1
1,28,0,55,5,0,1
1,28,0,45,5,0,1
0,0,28,32,5,1,0
0,0,28,28,4,1,0
0,0,28,21,4,1,0
1,28,0,45,4,0,1
1,28,0,34,5,0,1
1,28,0,25,5,0,1
0,0,28,21,4,1,0
0,0,28,28,5,1,0
0,0,28,21,4,1,0
1,28,0,25,5,0,1
1,28,0,35,5,0,1
1,28,0,25,5,0,1
0,0,28,21,4,1,0
0,0,28,31,4,1,0
0,0,28,21,4,1,0
1,28,0,25,5,0,1
1,28,0,35,5,0,1
1,28,0,25,5,0,1
0,0,28,21,4,1,0
0,0,28,31,4,1,0
0,0,28,21,4,1,0
1,28,0,25,5,0,1
1,28,0,30,5,0,1
1,28,0,22,5,0,1
0,0,28,21,4,1,0
0,0,28,29,4,1,0
0,0,28,21,4,1,0
1,28,0,22,4,0,1
1,28,0,22,4,0,1
1,28,0,17,4,0,1
0,0,28,21,4,1,0
0,0,28,11,3,1,0
0,0,28,5,3,1,0
0,0,28,5,3,1,0
0,6,28,76,5,1,0
1,28,6,51,8,0,1
0,6,28,76,5,1,0
0,6,28,78,5,1,0
0,6,28,68,5,1,0
1,28,6,51,7,0,1
1,28,6,31,7,0,1
1,28,6,24,3,0,1
0,6,28,68,5,1,0
0,6,28,77,6,1,0
0,6,28,67,6,1,0
1,28,6,24,3,0,1
1,28,6,33,3,0,1
1,28,6,24,3,0,1
0,6,28,67,6,1,0
0,6,28,71,8,1,0
0,6,28,61,8,1,0
1,28,6,24,3,0,1
1,28,6,29,5,0,1
1,28,6,22,5,0,1
0,6,28,61,7,1,0
0,6,28,44,7,1,0
0,6,28,34,7,1,0
1,28,6,22,5,0,1
1,28,6,30,5,0,1
1,28,6,22,5,0,1
0,6,28,34,6,1,0
0,6,28,21,6,1,0
0,6,28,13,6,1,0
1,28,6,22,5,0,1
1,28,6,26,7,0,1
1,28,6,20,7,0,1
0,6,28,13,6,1,0
0,6,28,23,6,1,0
0,6,28,13,6,1,0
1,28,6,20,7,0,1
1,28,6,30,7,0,1
1,28,6,20,7,0,1
0,6,28,13,6,1,0
0,6,28,6,4,1,0
0,6,28,2,4,1,0
0,6,28,2,4,1,0
1,28,24,42,4,1,1
1,28,24,33,4,1,1
1,28,24,23,2,1,1
0,24,28,64,9,0,0
0,24,28,68,9,0,0
0,24,28,58,9,0,0
1,28,24,23,2,1,1
1,28,24,26,2,1,1
1,28,24,16,2,1,1
0,24,28,58,9,0,0
0,24,28,62,11,0,0
0,24,28,52,11,0,0
1,28,24,16,2,1,1
1,28,24,22,2,1,1
1,28,24,12,2,1,1
0,24,28,52,11,0,0
0,24,28,62,11,0,0
0,24,28,52,11,0,0
1,28,24,12,2,1,1
1,28,24,12,2,1,1
1,28,24,6,2,1,1
1,28,24,6,2,1,1
0,24,74,63,6,0,0
1,74,24,55,6,1,1
0,24,74,63,6,0,0
0,24,74,66,6,0,0
0,24,74,56,6,0,0
1,74,24,55,5,1,1
1,74,24,35,4,1,1
1,74,24,25,4,1,1
0,24,74,56,6,0,0
0,24,74,60,8,0,0
0,24,74,50,6,0,0
1,74,24,25,4,1,1
1,74,24,33,6,1,1
1,74,24,24,4,1,1
0,24,74,50,6,0,0
0,24,74,60,8,0,0
0,24,74,50,8,0,0
1,74,24,24,4,1,1
1,74,24,25,4,1,1
1,74,24,17,2,1,1
0,24,74,50,8,0,0
0,24,74,59,9,0,0
0,24,74,49,7,0,0
1,74,24,17,2,1,1
1,74,24,21,4,1,1
1,74,24,13,4,1,1
0,24,74,49,7,0,0
0,24,74,59,8,0,0
0,24,74,49,7,0,0
1,74,24,13,4,1,1
1,74,24,17,6,1,1
1,74,24,11,4,1,1
0,24,74,49,7,0,0
0,24,74,59,7,0,0
0,24,74,49,7,0,0
1,74,24,11,4,1,1
1,74,24,14,4,1,1
1,74,24,10,2,1,1
1,74,24,10,2,1,1
1,0,0,42,7,0,0
0,0,0,57,9,1,1
1,0,0,42,7,0,0
1,0,0,46,7,0,0
1,0,0,36,5,0,0
0,0,0,57,9,1,1
0,0,0,67,9,1,1
0,0,0,57,9,1,1
1,0,0,36,5,0,0
1,0,0,45,7,0,0
1,0,0,35,7,0,0
0,0,0,57,9,1,1
0,0,0,67,12,1,1
0,0,0,57,9,1,1
1,0,0,35,7,0,0
1,0,0,33,6,0,0
1,0,0,24,4,0,0
0,0,0,57,9,1,1
0,0,0,61,10,1,1
0,0,0,51,10,1,1
1,0,0,24,4,0,0
1,0,0,34,4,0,0
1,0,0,24,4,0,0
0,0,0,51,10,1,1
0,0,0,58,10,1,1
0,0,0,48,10,1,1
1,0,0,24,4,0,0
1,0,0,34,4,0,0
1,0,0,24,4,0,0
0,0,0,48,10,1,1
0,0,0,45,9,1,1
0,0,0,36,9,1,1
1,0,0,24,4,0,0
1,0,0,33,4,0,0
1,0,0,24,4,0,0
0,0,0,36,9,1,1
0,0,0,46,9,1,1
0,0,0,36,9,1,1
1,0,0,24,4,0,0
1,0,0,32,7,0,0
1,0,0,24,4,0,0
0,0,0,36,9,1,1
0,0,0,46,9,1,1
0,0,0,36,9,1,1
1,0,0,24,4,0,0
1,0,0,32,6,0,0
1,0,0,24,4,0,0
0,0,0,36,9,1,1
0,0,0,36,9,1,1
0,0,0,29,9,1,1
1,0,0,24,4,0,0
1,0,0,34,4,0,0
1,0,0,24,4,0,0
0,0,0,29,9,1,1
0,0,0,19,4,1,1
0,0,0,13,2,1,1
1,0,0,24,3,0,0
1,0,0,12,3,0,0
1,0,0,4,3,0,0
1,0,0,4,3,0,0
0,25,0,59,6,0,1
1,0,25,63,4,1,0
0,25,0,59,6,0,1
0,25,0,64,6,0,1
0,25,0,54,4,0,1
1,0,25,63,4,1,0
1,0,25,66,8,1,0
1,0,25,56,6,1,0
0,25,0,54,4,0,1
0,25,0,64,4,0,1
0,25,0,54,4,0,1
1,0,25,56,6,1,0
1,0,25,61,9,1,0
1,0,25,51,9,1,0
0,25,0,54,4,0,1
0,25,0,64,5,0,1
0,25,0,54,5,0,1
1,0,25,51,9,1,0
1,0,25,46,3,1,0
1,0,25,36,3,1,0
0,25,0,54,5,0,1
0,25,0,35,6,0,1
0,25,0,25,6,0,1
1,0,25,36,3,1,0
1,0,25,43,5,1,0
1,0,25,34,5,1,0
0,25,0,25,6,0,1
0,25,0,31,7,0,1
0,25,0,23,7,0,1
1,0,25,34,5,1,0
1,0,25,35,5,1,0
1,0,25,27,3,1,0
0,25,0,23,7,0,1
0,25,0,30,7,0,1
0,25,0,23,7,0,1
1,0,25,27,3,1,0
1,0,25,17,2,1,0
1,0,25,10,2,1,0
1,0,25,10,2,1,0
1,8,25,59,7,1,0
0,25,8,83,7,0,1
1,8,25,59,7,1,0
1,8,25,66,9,1,0
1,8,25,56,7,1,0
0,25,8,83,6,0,1
0,25,8,54,4,0,1
0,25,8,44,2,0,1
1,8,25,56,7,1,0
1,8,25,64,9,1,0
1,8,25,54,9,1,0
0,25,8,44,2,0,1
0,25,8,46,2,0,1
0,25,8,36,2,0,1
1,8,25,54,9,1,0
1,8,25,51,7,1,0
1,8,25,41,7,1,0
0,25,8,36,2,0,1
0,25,8,39,2,0,1
0,25,8,30,2,0,1
1,8,25,41,7,1,0
1,8,25,51,7,1,0
1,8,25,41,7,1,0
0,25,8,30,2,0,1
0,25,8,40,2,0,1
0,25,8,30,2,0,1
1,8,25,41,7,1,0
1,8,25,51,7,1,0
1,8,25,41,7,1,0
0,25,8,30,2,0,1
0,25,8,34,4,0,1
0,25,8,26,4,0,1
1,8,25,41,6,1,0
1,8,25,25,6,1,0
1,8,25,18,4,1,0
0,25,8,26,4,0,1
0,25,8,36,4,0,1
0,25,8,26,4,0,1
1,8,25,18,4,1,0
1,8,25,18,4,1,0
1,8,25,11,4,1,0
0,25,8,26,4,0,1
0,25,8,36,4,0,1
0,25,8,26,4,0,1
1,8,25,11,4,1,0
1,8,25,21,4,1,0
1,8,25,11,4,1,0
0,25,8,26,3,0,1
0,25,8,26,3,0,1
0,25,8,19,3,0,1
1,8,25,11,4,1,0
1,8,25,12,4,1,0
1,8,25,7,3,1,0
1,8,25,7,3,1,0
0,25,20,43,7,0,1
1,20,25,39,3,1,0
0,25,20,43,7,0,1
0,25,20,39,7,0,1
0,25,20,29,5,0,1
1,20,25,39,3,1,0
1,20,25,49,5,1,0
1,20,25,39,5,1,0
0,25,20,29,5,0,1
0,25,20,37,5,0,1
0,25,20,27,5,0,1
1,20,25,39,5,1,0
1,20,25,19,4,1,0
1,20,25,11,4,1,0
0,25,20,27,5,0,1
0,25,20,30,5,0,1
0,25,20,22,5,0,1
1,20,25,11,4,1,0
1,20,25,15,6,1,0
1,20,25,9,6,1,0
1,20,25,9,6,1,0
1,33,25,75,5,0,0
0,25,33,52,12,1,1
0,25,33,42,11,1,1
0,25,33,32,11,1,1
1,33,25,75,5,0,0
1,33,25,79,7,0,0
1,33,25,69,7,0,0
0,25,33,32,11,1,1
0,25,33,20,10,1,1
0,25,33,10,10,1,1
0,25,33,10,10,1,1
0,79,33,64,8,0,1
1,33,79,52,3,1,0
0,79,33,64,8,0,1
0,79,33,74,12,0,1
0,79,33,64,12,0,1
1,33,79,52,2,1,0
1,33,79,52,2,1,0
1,33,79,42,2,1,0
0,79,33,64,12,0,1
0,79,33,58,10,0,1
0,79,33,48,8,0,1
1,33,79,42,2,1,0
1,33,79,32,1,1,0
1,33,79,22,1,1,0
0,79,33,48,8,0,1
0,79,33,49,8,0,1
0,79,33,39,4,0,1
1,33,79,22,1,1,0
1,33,79,28,4,1,0
1,33,79,20,4,1,0
0,79,33,39,4,0,1
0,79,33,48,7,0,1
0,79,33,38,6,0,1
1,33,79,20,3,1,0
1,33,79,20,4,1,0
1,33,79,13,2,1,0
0,79,33,38,6,0,1
0,79,33,46,7,0,1
0,79,33,36,7,0,1
1,33,79,13,2,1,0
1,33,79,14,4,1,0
1,33,79,8,3,1,0
1,33,79,8,3,1,0
1,52,79,45,4,1,0
0,79,52,39,5,0,1
0,79,52,29,5,0,1
0,79,52,22,3,0,1
1,52,79,45,4,1,0
1,52,79,48,4,1,0
1,52,79,38,4,1,0
0,79,52,22,3,0,1
0,79,52,32,3,0,1
0,79,52,22,3,0,1
1,52,79,38,4,1,0
1,52,79,44,5,1,0
1,52,79,35,5,1,0
0,79,52,22,3,0,1
0,79,52,32,3,0,1
0,79,52,22,3,0,1
1,52,79,35,5,1,0
1,52,79,38,8,1,0
1,52,79,30,8,1,0
0,79,52,22,3,0,1
0,79,52,30,3,0,1
0,79,52,22,3,0,1
1,52,79,30,7,1,0
1,52,79,17,7,1,0
1,52,79,11,7,1,0
0,79,52,22,3,0,1
0,79,52,27,5,0,1
0,79,52,20,4,0,1
1,52,79,11,7,1,0
1,52,79,19,7,1,0
1,52,79,11,7,1,0
0,79,52,20,4,0,1
0,79,52,29,4,0,1
0,79,52,20,4,0,1
1,52,79,11,7,1,0
1,52,79,21,7,1,0
1,52,79,11,7,1,0
0,79,52,20,4,0,1
0,79,52,28,4,0,1
0,79,52,20,4,0,1
1,52,79,11,7,1,0
1,52,79,12,10,1,0
1,52,79,8,9,1,0
1,52,79,8,9,1,0
0,79,58,69,5,1,1
0,79,58,56,4,1,1
0,79,58,46,2,1,1
1,58,79,45,4,0,0
1,58,79,54,4,0,0
1,58,79,44,4,0,0
0,79,58,46,2,1,1
0,79,58,53,4,1,1
0,79,58,43,4,1,1
1,58,79,44,4,0,0
1,58,79,52,5,0,0
1,58,79,42,5,0,0
0,79,58,43,4,1,1
0,79,58,48,4,1,1
0,79,58,38,4,1,1
1,58,79,42,5,0,0
1,58,79,28,6,0,0
1,58,79,19,6,0,0
0,79,58,38,4,1,1
0,79,58,29,4,1,1
0,79,58,19,4,1,1
1,58,79,19,6,0,0
1,58,79,22,8,0,0
1,58,79,14,8,0,0
0,79,58,19,4,1,1
0,79,58,21,6,1,1
0,79,58,15,4,1,1
1,58,79,14,8,0,0
1,58,79,16,10,0,0
1,58,79,11,8,0,0
0,79,58,15,3,1,1
0,79,58,5,3,1,1
0,79,58,2,3,1,1
0,79,58,2,3,1,1
1,58,88,41,4,0,0
0,88,58,50,4,1,1
1,58,88,41,4,0,0
1,58,88,41,3,0,0
1,58,88,31,3,0,0
0,88,58,50,4,1,1
0,88,58,60,4,1,1
0,88,58,50,4,1,1
1,58,88,31,3,0,0
1,58,88,32,5,0,0
1,58,88,22,5,0,0
0,88,58,50,4,1,1
0,88,58,52,6,1,1
0,88,58,42,4,1,1
1,58,88,22,5,0,0
1,58,88,28,7,0,0
1,58,88,21,7,0,0
0,88,58,42,3,1,1
0,88,58,23,4,1,1
0,88,58,13,4,1,1
1,58,88,21,7,0,0
1,58,88,19,6,0,0
1,58,88,13,4,0,0
0,88,58,13,4,1,1
0,88,58,19,4,1,1
0,88,58,10,4,1,1
0,88,58,10,4,1,1
0,91,58,64,6,1,1
1,58,91,39,3,0,0
0,91,58,64,6,1,1
0,91,58,67,6,1,1
0,91,58,57,4,1,1
1,58,91,39,3,0,0
1,58,91,49,4,0,0
1,58,91,39,3,0,0
0,91,58,57,4,1,1
0,91,58,67,4,1,1
0,91,58,57,4,1,1
1,58,91,39,3,0,0
1,58,91,42,5,0,0
1,58,91,32,5,0,0
0,91,58,57,4,1,1
0,91,58,67,7,1,1
0,91,58,57,7,1,1
1,58,91,32,5,0,0
1,58,91,36,5,0,0
1,58,91,27,5,0,0
0,91,58,57,7,1,1
0,91,58,65,9,1,1
0,91,58,55,7,1,1
1,58,91,27,5,0,0
1,58,91,36,5,0,0
1,58,91,27,5,0,0
0,91,58,55,6,1,1
0,91,58,27,5,1,1
0,91,58,19,5,1,1
1,58,91,27,5,0,0
1,58,91,32,7,0,0
1,58,91,26,6,0,0
0,91,58,19,5,1,1
0,91,58,29,5,1,1
0,91,58,19,5,1,1
1,58,91,26,6,0,0
1,58,91,36,6,0,0
1,58,91,26,6,0,0
0,91,58,19,5,1,1
0,91,58,17,4,1,1
0,91,58,12,2,1,1
1,58,91,26,5,0,0
1,58,91,16,5,0,0
1,58,91,10,5,0,0
1,58,91,10,5,0,0
1,0,0,68,7,0,0
0,0,0,38,3,1,1
1,0,0,68,7,0,0
1,0,0,73,9,0,0
1,0,0,63,9,0,0
0,0,0,38,3,1,1
0,0,0,48,5,1,1
0,0,0,38,3,1,1
1,0,0,63,9,0,0
1,0,0,66,11,0,0
1,0,0,56,11,0,0
0,0,0,38,3,1,1
0,0,0,44,5,1,1
0,0,0,34,5,1,1
1,0,0,56,11,0,0
1,0,0,62,13,0,0
1,0,0,53,10,0,0
0,0,0,34,5,1,1
0,0,0,40,9,1,1
0,0,0,30,9,1,1
1,0,0,53,10,0,0
1,0,0,48,7,0,0
1,0,0,39,7,0,0
0,0,0,30,9,1,1
0,0,0,17,7,1,1
0,0,0,11,5,1,1
1,0,0,39,7,0,0
1,0,0,49,7,0,0
1,0,0,39,7,0,0
0,0,0,11,5,1,1
0,0,0,21,5,1,1
0,0,0,11,5,1,1
1,0,0,39,7,0,0
1,0,0,40,7,0,0
1,0,0,32,7,0,0
0,0,0,11,4,1,1
0,0,0,11,5,1,1
0,0,0,6,5,1,1
0,0,0,6,5,1,1
0,26,0,39,5,0,1
1,0,26,78,7,1,0
1,0,26,58,5,1,0
1,0,26,48,3,1,0
0,26,0,39,5,0,1
0,26,0,40,7,0,1
0,26,0,31,5,0,1
1,0,26,48,3,1,0
1,0,26,49,3,1,0
1,0,26,39,3,1,0
0,26,0,31,5,0,1
0,26,0,36,5,0,1
0,26,0,27,5,0,1
1,0,26,39,3,1,0
1,0,26,47,3,1,0
1,0,26,37,3,1,0
0,26,0,27,5,0,1
0,26,0,31,7,0,1
0,26,0,24,7,0,1
1,0,26,37,3,1,0
1,0,26,23,2,1,0
1,0,26,14,2,1,0
0,26,0,24,7,0,1
0,26,0,31,9,0,1
0,26,0,24,7,0,1
1,0,26,14,2,1,0
1,0,26,19,3,1,0
1,0,26,13,3,1,0
0,26,0,24,7,0,1
0,26,0,26,7,0,1
0,26,0,20,7,0,1
1,0,26,13,3,1,0
1,0,26,19,5,1,0
1,0,26,13,3,1,0
0,26,0,20,7,0,1
0,26,0,23,11,0,1
0,26,0,18,11,0,1
1,0,26,13,2,1,0
1,0,26,3,3,1,0
1,0,26,1,3,1,0
1,0,26,1,3,1,0
1,17,26,77,9,0,0
0,26,17,70,8,1,1
1,17,26,77,9,0,0
1,17,26,86,12,0,0
1,17,26,76,10,0,0
0,26,17,70,8,1,1
0,26,17,78,10,1,1
0,26,17,68,10,1,1
1,17,26,76,10,0,0
1,17,26,47,9,0,0
1,17,26,37,9,0,0
0,26,17,68,9,1,1
0,26,17,48,9,1,1
0,26,17,38,9,1,1
1,17,26,37,9,0,0
1,17,26,39,9,0,0
1,17,26,30,7,0,0
0,26,17,38,9,1,1
0,26,17,45,11,1,1
0,26,17,37,9,1,1
1,17,26,30,7,0,0
1,17,26,39,7,0,0
1,17,26,30,7,0,0
0,26,17,37,8,1,1
0,26,17,22,7,1,1
0,26,17,15,7,1,1
1,17,26,30,7,0,0
1,17,26,40,7,0,0
1,17,26,30,7,0,0
0,26,17,15,7,1,1
0,26,17,23,7,1,1
0,26,17,15,7,1,1
1,17,26,30,6,0,0
1,17,26,30,6,0,0
1,17,26,22,6,0,0
0,26,17,15,7,1,1
0,26,17,15,6,1,1
0,26,17,10,6,1,1
0,26,17,10,6,1,1
0,38,17,29,5,1,1
1,17,38,56,8,0,0
0,38,17,29,5,1,1
0,38,17,29,4,1,1
0,38,17,19,2,1,1
1,17,38,56,8,0,0
1,17,38,66,8,0,0
1,17,38,56,8,0,0
0,38,17,19,2,1,1
0,38,17,23,2,1,1
0,38,17,13,2,1,1
1,17,38,56,8,0,0
1,17,38,66,8,0,0
1,17,38,56,8,0,0
0,38,17,13,2,1,1
0,38,17,13,1,1,1
0,38,17,5,1,1,1
0,38,17,5,1,1,1
1,17,89,60,4,0,0
0,89,17,43,5,1,1
0,89,17,23,6,1,1
0,89,17,14,6,1,1
1,17,89,60,4,0,0
1,17,89,70,6,0,0
1,17,89,60,4,0,0
0,89,17,14,6,1,1
0,89,17,24,6,1,1
0,89,17,14,6,1,1
1,17,89,60,4,0,0
1,17,89,66,6,0,0
1,17,89,56,6,0,0
0,89,17,14,5,1,1
0,89,17,14,5,1,1
0,89,17,8,5,1,1
0,89,17,8,5,1,1
0,0,0,76,6,0,0
1,0,0,77,6,1,1
0,0,0,76,6,0,0
0,0,0,79,8,0,0
0,0,0,69,6,0,0
1,0,0,77,6,1,1
1,0,0,78,6,1,1
1,0,0,68,4,1,1
0,0,0,69,5,0,0
0,0,0,49,5,0,0
0,0,0,39,5,0,0
1,0,0,68,4,1,1
1,0,0,58,3,1,1
1,0,0,48,3,1,1
0,0,0,39,4,0,0
0,0,0,39,4,0,0
0,0,0,29,4,0,0
1,0,0,48,3,1,1
1,0,0,58,5,1,1
1,0,0,48,3,1,1
0,0,0,29,4,0,0
0,0,0,39,4,0,0
0,0,0,29,4,0,0
1,0,0,48,2,1,1
1,0,0,31,3,1,1
1,0,0,21,3,1,1
0,0,0,29,4,0,0
0,0,0,35,6,0,0
0,0,0,26,6,0,0
1,0,0,21,3,1,1
1,0,0,24,5,1,1
1,0,0,14,5,1,1
0,0,0,26,6,0,0
0,0,0,35,6,0,0
0,0,0,26,6,0,0
1,0,0,14,5,1,1
1,0,0,10,4,1,1
1,0,0,3,4,1,1
1,0,0,3,4,1,1
1,10,0,55,8,1,1
0,0,10,73,5,0,0
1,10,0,55,8,1,1
1,10,0,63,12,1,1
1,10,0,53,12,1,1
0,0,10,73,5,0,0
0,0,10,83,6,0,0
0,0,10,73,5,0,0
1,10,0,53,12,1,1
1,10,0,38,6,1,1
1,10,0,29,6,1,1
0,0,10,73,4,0,0
0,0,10,55,4,0,0
0,0,10,45,3,0,0
1,10,0,29,6,1,1
1,10,0,39,6,1,1
1,10,0,29,6,1,1
0,0,10,45,3,0,0
0,0,10,47,3,0,0
0,0,10,37,1,0,0
1,10,0,29,6,1,1
1,10,0,31,8,1,1
1,10,0,23,8,1,1
0,0,10,37,1,0,0
0,0,10,43,5,0,0
0,0,10,33,5,0,0
1,10,0,23,8,1,1
1,10,0,27,10,1,1
1,10,0,20,10,1,1
0,0,10,33,5,0,0
0,0,10,29,6,0,0
0,0,10,19,6,0,0
1,10,0,20,10,1,1
1,10,0,28,10,1,1
1,10,0,20,10,1,1
0,0,10,19,6,0,0
0,0,10,29,6,0,0
0,0,10,19,6,0,0
1,10,0,20,10,1,1
1,10,0,30,10,1,1
1,10,0,20,10,1,1
0,0,10,19,6,0,0
0,0,10,22,7,0,0
0,0,10,16,5,0,0
1,10,0,20,9,1,1
1,10,0,11,8,1,1
1,10,0,6,8,1,1
1,10,0,6,8,1,1
0,0,20,58,6,0,0
1,20,0,66,6,1,1
0,0,20,58,6,0,0
0,0,20,67,8,0,0
0,0,20,57,6,0,0
1,20,0,66,6,1,1
1,20,0,76,9,1,1
1,20,0,66,8,1,1
0,0,20,57,6,0,0
0,0,20,67,6,0,0
0,0,20,57,6,0,0
1,20,0,66,8,1,1
1,20,0,75,8,1,1
1,20,0,65,6,1,1
0,0,20,57,6,0,0
0,0,20,58,7,0,0
0,0,20,48,7,0,0
1,20,0,65,6,1,1
1,20,0,75,6,1,1
1,20,0,65,4,1,1
0,0,20,48,7,0,0
0,0,20,58,7,0,0
0,0,20,48,7,0,0
1,20,0,65,4,1,1
1,20,0,69,7,1,1
1,20,0,59,7,1,1
0,0,20,48,7,0,0
0,0,20,58,11,0,0
