current_player,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,is_current_player_hand_winner,is_current_player_game_winner
0,6,10,68,6,0,0
1,10,6,30,5,1,1
1,10,6,40,5,1,1
1,10,6,30,5,1,1
0,6,10,68,6,0,0
0,6,10,73,7,0,0
0,6,10,63,5,0,0
1,10,6,30,5,1,1
1,10,6,39,7,1,1
1,10,6,30,5,1,1
0,6,10,63,5,0,0
0,6,10,73,7,0,0
0,6,10,63,5,0,0
1,10,6,30,5,1,1
1,10,6,17,5,1,1
1,10,6,8,5,1,1
1,10,6,8,5,1,1
0,6,40,40,5,1,0
1,40,6,71,5,0,1
1,40,6,52,2,0,1
1,40,6,42,2,0,1
0,6,40,40,5,1,0
0,6,40,50,6,1,0
0,6,40,40,5,1,0
1,40,6,42,2,0,1
1,40,6,46,4,0,1
1,40,6,36,4,0,1
0,6,40,40,5,1,0
0,6,40,42,5,1,0
0,6,40,32,5,1,0
1,40,6,36,4,0,1
1,40,6,43,5,0,1
1,40,6,34,5,0,1
0,6,40,32,5,1,0
0,6,40,33,7,1,0
0,6,40,23,7,1,0
1,40,6,34,5,0,1
1,40,6,36,6,0,1
1,40,6,29,5,0,1
0,6,40,23,7,1,0
0,6,40,27,10,1,0
0,6,40,21,8,1,0
1,40,6,29,5,0,1
1,40,6,34,6,0,1
1,40,6,27,6,0,1
0,6,40,21,8,1,0
0,6,40,31,8,1,0
0,6,40,21,8,1,0
1,40,6,27,6,0,1
1,40,6,37,6,0,1
1,40,6,27,6,0,1
0,6,40,21,8,1,0
0,6,40,13,3,1,0
0,6,40,7,3,1,0
0,6,40,7,3,1,0
1,40,16,75,3,1,1
1,40,16,55,3,1,1
1,40,16,45,3,1,1
0,16,40,54,4,0,0
0,16,40,64,4,0,0
0,16,40,54,4,0,0
1,40,16,45,2,1,1
1,40,16,45,2,1,1
1,40,16,35,2,1,1
0,16,40,54,4,0,0
0,16,40,59,4,0,0
0,16,40,49,4,0,0
1,40,16,35,2,1,1
1,40,16,37,2,1,1
1,40,16,28,2,1,1
0,16,40,49,4,0,0
0,16,40,43,1,0,0
0,16,40,33,1,0,0
1,40,16,28,2,1,1
1,40,16,36,6,1,1
1,40,16,28,2,1,1
0,16,40,33,1,0,0
0,16,40,42,3,0,0
0,16,40,33,1,0,0
1,40,16,28,2,1,1
1,40,16,32,2,1,1
1,40,16,24,2,1,1
0,16,40,33,1,0,0
0,16,40,32,3,0,0
0,16,40,24,3,0,0
1,40,16,24,2,1,1
1,40,16,34,2,1,1
1,40,16,24,2,1,1
0,16,40,24,3,0,0
0,16,40,34,3,0,0
0,16,40,24,3,0,0
1,40,16,24,2,1,1
1,40,16,33,2,1,1
1,40,16,24,2,1,1
0,16,40,24,3,0,0
0,16,40,29,4,0,0
0,16,40,22,4,0,0
1,40,16,24,2,1,1
1,40,16,31,2,1,1
1,40,16,24,2,1,1
0,16,40,22,4,0,0
0,16,40,30,4,0,0
0,16,40,22,4,0,0
1,40,16,24,2,1,1
1,40,16,12,1,1,1
1,40,16,7,1,1,1
1,40,16,7,1,1,1
0,16,49,52,5,0,0
0,16,49,36,5,0,0
0,16,49,26,5,0,0
1,49,16,75,13,1,1
1,49,16,77,13,1,1
1,49,16,67,9,1,1
0,16,49,26,5,0,0
0,16,49,29,8,0,0
0,16,49,20,8,0,0
1,49,16,67,8,1,1
1,49,16,49,8,1,1
1,49,16,39,8,1,1
0,16,49,20,8,0,0
0,16,49,30,8,0,0
0,16,49,20,8,0,0
1,49,16,39,8,1,1
1,49,16,49,8,1,1
1,49,16,39,8,1,1
0,16,49,20,8,0,0
0,16,49,26,10,0,0
0,16,49,20,8,0,0
1,49,16,39,7,1,1
1,49,16,27,4,1,1
1,49,16,17,4,1,1
0,16,49,20,8,0,0
0,16,49,25,8,0,0
0,16,49,19,8,0,0
1,49,16,17,3,1,1
1,49,16,17,3,1,1
1,49,16,10,3,1,1
1,49,16,10,3,1,1
1,58,16,55,3,1,1
0,16,58,69,6,0,0
1,58,16,55,3,1,1
1,58,16,65,3,1,1
1,58,16,55,3,1,1
0,16,58,69,6,0,0
0,16,58,79,6,0,0
0,16,58,69,6,0,0
1,58,16,55,2,1,1
1,58,16,26,2,1,1
1,58,16,16,2,1,1
0,16,58,69,6,0,0
0,16,58,73,8,0,0
0,16,58,63,8,0,0
1,58,16,16,2,1,1
1,58,16,24,3,1,1
1,58,16,16,2,1,1
0,16,58,63,8,0,0
0,16,58,54,4,0,0
0,16,58,44,4,0,0
1,58,16,16,2,1,1
1,58,16,16,1,1,1
1,58,16,8,1,1,1
1,58,16,8,1,1,1
0,16,94,63,6,1,0
0,16,94,43,7,1,0
0,16,94,33,6,1,0
1,94,16,68,5,0,1
1,94,16,76,7,0,1
1,94,16,66,7,0,1
0,16,94,33,6,1,0
0,16,94,34,9,1,0
0,16,94,24,9,1,0
1,94,16,66,7,0,1
1,94,16,67,9,0,1
1,94,16,57,6,0,1
0,16,94,24,9,1,0
0,16,94,31,11,1,0
0,16,94,24,9,1,0
1,94,16,57,6,0,1
1,94,16,64,7,0,1
1,94,16,54,7,0,1
0,16,94,24,9,1,0
0,16,94,27,9,1,0
0,16,94,21,7,1,0
1,94,16,54,6,0,1
1,94,16,39,5,0,1
1,94,16,30,4,0,1
0,16,94,21,7,1,0
0,16,94,24,10,1,0
0,16,94,18,10,1,0
1,94,16,30,4,0,1
1,94,16,36,5,0,1
1,94,16,27,5,0,1
0,16,94,18,9,1,0
0,16,94,18,10,1,0
0,16,94,14,7,1,0
1,94,16,27,5,0,1
1,94,16,32,5,0,1
1,94,16,24,5,0,1
0,16,94,14,7,1,0
0,16,94,14,7,1,0
0,16,94,10,7,1,0
0,16,94,10,7,1,0
1,94,30,40,1,1,1
0,30,94,57,9,0,0
1,94,30,40,1,1,1
1,94,30,50,1,1,1
1,94,30,40,1,1,1
0,30,94,57,9,0,0
0,30,94,64,11,0,0
0,30,94,54,9,0,0
1,94,30,40,1,1,1
1,94,30,50,1,1,1
1,94,30,40,1,1,1
0,30,94,54,9,0,0
0,30,94,64,9,0,0
0,30,94,54,9,0,0
1,94,30,40,1,1,1
1,94,30,46,1,1,1
1,94,30,36,1,1,1
0,30,94,54,9,0,0
0,30,94,64,10,0,0
0,30,94,54,10,0,0
1,94,30,36,1,1,1
1,94,30,38,4,1,1
1,94,30,28,4,1,1
0,30,94,54,10,0,0
0,30,94,34,9,0,0
0,30,94,26,7,0,0
1,94,30,28,4,1,1
1,94,30,38,6,1,1
1,94,30,28,4,1,1
0,30,94,26,7,0,0
0,30,94,32,7,0,0
0,30,94,24,5,0,0
1,94,30,28,4,1,1
1,94,30,37,6,1,1
1,94,30,28,4,1,1
0,30,94,24,5,0,0
0,30,94,33,5,0,0
0,30,94,24,5,0,0
1,94,30,28,4,1,1
1,94,30,35,6,1,1
1,94,30,26,6,1,1
0,30,94,24,5,0,0
0,30,94,27,5,0,0
0,30,94,20,5,0,0
1,94,30,26,6,1,1
1,94,30,36,6,1,1
1,94,30,26,6,1,1
0,30,94,20,5,0,0
0,30,94,25,7,0,0
0,30,94,19,7,0,0
1,94,30,26,6,1,1
1,94,30,32,7,1,1
1,94,30,25,5,1,1
0,30,94,19,7,0,0
0,30,94,29,7,0,0
0,30,94,19,7,0,0
1,94,30,25,5,1,1
1,94,30,28,7,1,1
1,94,30,22,6,1,1
0,30,94,19,7,0,0
0,30,94,27,7,0,0
0,30,94,19,7,0,0
1,94,30,22,6,1,1
1,94,30,31,6,1,1
1,94,30,22,6,1,1
0,30,94,19,7,0,0
0,30,94,23,8,0,0
0,30,94,18,6,0,0
1,94,30,22,6,1,1
1,94,30,12,6,1,1
1,94,30,8,6,1,1
1,94,30,8,6,1,1
