current_player,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,is_current_player_hand_winner,is_current_player_game_winner
0,8,16,23,4,1,1
0,8,16,17,4,1,1
1,16,8,34,5,0,0
1,16,8,44,7,0,0
1,16,8,34,5,0,0
0,8,16,17,4,1,1
0,8,16,26,6,1,1
0,8,16,16,6,1,1
1,16,8,34,5,0,0
1,16,8,39,5,0,0
1,16,8,29,5,0,0
0,8,16,16,5,1,1
0,8,16,16,5,1,1
0,8,16,7,5,1,1
0,8,16,7,5,1,1
0,22,16,52,6,0,1
1,16,22,72,9,1,0
0,22,16,52,6,0,1
0,22,16,55,8,0,1
0,22,16,45,6,0,1
1,16,22,72,9,1,0
1,16,22,73,11,1,0
1,16,22,63,9,1,0
0,22,16,45,6,0,1
0,22,16,54,8,0,1
0,22,16,44,5,0,1
1,16,22,63,9,1,0
1,16,22,47,6,1,0
1,16,22,37,5,1,0
0,22,16,44,5,0,1
0,22,16,41,5,0,1
0,22,16,31,4,0,1
1,16,22,37,5,1,0
1,16,22,47,7,1,0
1,16,22,37,7,1,0
0,22,16,31,4,0,1
0,22,16,31,4,0,1
0,22,16,21,4,0,1
1,16,22,37,7,1,0
1,16,22,47,7,1,0
1,16,22,37,7,1,0
0,22,16,21,4,0,1
0,22,16,24,5,0,1
0,22,16,15,3,0,1
1,16,22,37,7,1,0
1,16,22,47,7,1,0
1,16,22,37,5,1,0
0,22,16,15,3,0,1
0,22,16,20,3,0,1
0,22,16,11,3,0,1
1,16,22,37,5,1,0
1,16,22,46,6,1,0
1,16,22,36,6,1,0
0,22,16,11,3,0,1
0,22,16,21,3,0,1
0,22,16,11,3,0,1
1,16,22,36,6,1,0
1,16,22,39,8,1,0
1,16,22,29,8,1,0
0,22,16,11,3,0,1
0,22,16,18,3,0,1
0,22,16,11,3,0,1
1,16,22,29,8,1,0
1,16,22,38,9,1,0
1,16,22,29,8,1,0
0,22,16,11,3,0,1
0,22,16,17,3,0,1
0,22,16,11,3,0,1
1,16,22,29,8,1,0
1,16,22,22,5,1,0
1,16,22,13,4,1,0
0,22,16,11,3,0,1
0,22,16,21,3,0,1
0,22,16,11,3,0,1
1,16,22,13,4,1,0
1,16,22,11,3,1,0
1,16,22,4,3,1,0
1,16,22,4,3,1,0
1,23,22,73,2,0,0
0,22,23,46,5,1,1
1,23,22,73,2,0,0
1,23,22,76,4,0,0
1,23,22,66,4,0,0
0,22,23,46,5,1,1
0,22,23,54,7,1,1
0,22,23,44,7,1,1
1,23,22,66,4,0,0
1,23,22,76,4,0,0
1,23,22,66,4,0,0
0,22,23,44,7,1,1
0,22,23,41,3,1,1
0,22,23,31,3,1,1
1,23,22,66,4,0,0
1,23,22,76,6,0,0
1,23,22,66,3,0,0
0,22,23,31,3,1,1
0,22,23,21,5,1,1
0,22,23,13,3,1,1
1,23,22,66,3,0,0
1,23,22,72,7,0,0
1,23,22,62,6,0,0
0,22,23,13,3,1,1
0,22,23,13,3,1,1
0,22,23,6,3,1,1
0,22,23,6,3,1,1
0,75,23,66,10,1,1
1,23,75,73,5,0,0
0,75,23,66,10,1,1
0,75,23,70,11,1,1
0,75,23,60,11,1,1
1,23,75,73,5,0,0
1,23,75,83,5,0,0
1,23,75,73,4,0,0
0,75,23,60,11,1,1
0,75,23,67,13,1,1
0,75,23,57,13,1,1
1,23,75,73,4,0,0
1,23,75,79,4,0,0
1,23,75,69,4,0,0
0,75,23,57,13,1,1
0,75,23,67,13,1,1
0,75,23,57,13,1,1
1,23,75,69,4,0,0
1,23,75,79,5,0,0
1,23,75,69,4,0,0
0,75,23,57,13,1,1
0,75,23,47,10,1,1
0,75,23,38,9,1,1
1,23,75,69,3,0,0
1,23,75,51,1,0,0
1,23,75,41,1,0,0
0,75,23,38,9,1,1
0,75,23,48,9,1,1
0,75,23,38,9,1,1
1,23,75,41,1,0,0
1,23,75,51,2,0,0
1,23,75,41,2,0,0
0,75,23,38,9,1,1
0,75,23,22,6,1,1
0,75,23,15,4,1,1
1,23,75,41,2,0,0
1,23,75,43,3,0,0
1,23,75,33,2,0,0
0,75,23,15,4,1,1
0,75,23,16,5,1,1
0,75,23,9,5,1,1
0,75,23,9,5,1,1
1,23,86,71,4,1,0
0,86,23,49,5,0,1
1,23,86,71,4,1,0
1,23,86,79,6,1,0
1,23,86,69,6,1,0
0,86,23,49,5,0,1
0,86,23,53,8,0,1
0,86,23,43,8,0,1
1,23,86,69,6,1,0
1,23,86,70,7,1,0
1,23,86,60,7,1,0
0,86,23,43,8,0,1
0,86,23,52,10,0,1
0,86,23,42,10,0,1
1,23,86,60,7,1,0
1,23,86,40,6,1,0
1,23,86,31,6,1,0
0,86,23,42,9,0,1
0,86,23,24,9,0,1
0,86,23,19,8,0,1
1,23,86,31,6,1,0
1,23,86,41,6,1,0
1,23,86,31,6,1,0
0,86,23,19,8,0,1
0,86,23,20,9,0,1
0,86,23,16,7,0,1
1,23,86,31,6,1,0
1,23,86,36,6,1,0
1,23,86,28,4,1,0
0,86,23,16,7,0,1
0,86,23,21,7,0,1
0,86,23,16,7,0,1
1,23,86,28,4,1,0
1,23,86,16,6,1,0
1,23,86,8,6,1,0
1,23,86,8,6,1,0
0,86,24,75,9,0,1
1,24,86,67,7,1,0
0,86,24,75,9,0,1
0,86,24,85,9,0,1
0,86,24,75,6,0,1
1,24,86,67,7,1,0
1,24,86,70,10,1,0
1,24,86,60,10,1,0
0,86,24,75,6,0,1
0,86,24,61,5,0,1
0,86,24,51,5,0,1
1,24,86,60,10,1,0
1,24,86,50,9,1,0
1,24,86,40,7,1,0
0,86,24,51,5,0,1
0,86,24,59,7,0,1
0,86,24,49,7,0,1
1,24,86,40,7,1,0
1,24,86,50,8,1,0
1,24,86,40,7,1,0
0,86,24,49,7,0,1
0,86,24,51,7,0,1
0,86,24,41,7,0,1
1,24,86,40,7,1,0
1,24,86,42,7,1,0
1,24,86,32,7,1,0
0,86,24,41,7,0,1
0,86,24,51,7,0,1
0,86,24,41,7,0,1
1,24,86,32,7,1,0
1,24,86,42,7,1,0
1,24,86,32,7,1,0
0,86,24,41,6,0,1
0,86,24,24,5,0,1
0,86,24,15,5,0,1
1,24,86,32,7,1,0
1,24,86,19,3,1,0
1,24,86,9,3,1,0
1,24,86,9,3,1,0
1,28,86,58,5,0,0
0,86,28,45,1,1,1
0,86,28,52,5,1,1
0,86,28,42,5,1,1
1,28,86,58,5,0,0
1,28,86,62,5,0,0
1,28,86,52,5,0,0
0,86,28,42,5,1,1
0,86,28,52,7,1,1
0,86,28,42,5,1,1
1,28,86,52,5,0,0
1,28,86,54,9,0,0
1,28,86,44,9,0,0
0,86,28,42,5,1,1
0,86,28,52,5,1,1
0,86,28,42,5,1,1
1,28,86,44,9,0,0
1,28,86,54,9,0,0
1,28,86,44,9,0,0
0,86,28,42,5,1,1
0,86,28,43,5,1,1
0,86,28,33,5,1,1
1,28,86,44,9,0,0
1,28,86,33,7,0,0
1,28,86,24,7,0,0
0,86,28,33,5,1,1
0,86,28,37,7,1,1
0,86,28,28,5,1,1
1,28,86,24,7,0,0
1,28,86,29,9,0,0
1,28,86,22,9,0,0
0,86,28,28,4,1,1
0,86,28,14,4,1,1
0,86,28,10,2,1,1
0,86,28,10,2,1,1
0,98,28,65,3,1,1
0,98,28,45,1,1,1
0,98,28,35,1,1,1
1,28,98,49,6,0,0
1,28,98,55,6,0,0
1,28,98,45,4,0,0
0,98,28,35,1,1,1
0,98,28,45,3,1,1
0,98,28,35,1,1,1
1,28,98,45,4,0,0
1,28,98,46,4,0,0
1,28,98,36,4,0,0
0,98,28,35,1,1,1
0,98,28,42,5,1,1
0,98,28,32,5,1,1
1,28,98,36,4,0,0
1,28,98,46,4,0,0
1,28,98,36,4,0,0
0,98,28,32,5,1,1
0,98,28,17,2,1,1
0,98,28,10,2,1,1
0,98,28,10,2,1,1
1,0,0,75,11,0,0
0,0,0,83,4,1,1
1,0,0,75,11,0,0
1,0,0,76,11,0,0
1,0,0,66,8,0,0
0,0,0,83,4,1,1
0,0,0,86,4,1,1
0,0,0,76,4,1,1
1,0,0,66,8,0,0
1,0,0,71,8,0,0
1,0,0,61,6,0,0
0,0,0,76,4,1,1
0,0,0,78,4,1,1
0,0,0,68,2,1,1
1,0,0,61,6,0,0
1,0,0,41,5,0,0
1,0,0,32,5,0,0
0,0,0,68,2,1,1
0,0,0,73,4,1,1
0,0,0,63,2,1,1
1,0,0,32,5,0,0
1,0,0,34,6,0,0
1,0,0,27,4,0,0
0,0,0,63,2,1,1
0,0,0,71,6,1,1
0,0,0,61,6,1,1
1,0,0,27,3,0,0
1,0,0,27,3,0,0
1,0,0,21,1,0,0
0,0,0,61,6,1,1
0,0,0,70,7,1,1
0,0,0,60,7,1,1
1,0,0,21,1,0,0
1,0,0,22,3,0,0
1,0,0,16,3,0,0
0,0,0,60,7,1,1
0,0,0,62,11,1,1
0,0,0,53,10,1,1
1,0,0,16,3,0,0
1,0,0,26,3,0,0
1,0,0,16,3,0,0
0,0,0,53,10,1,1
0,0,0,54,11,1,1
0,0,0,45,11,1,1
1,0,0,16,3,0,0
1,0,0,22,3,0,0
1,0,0,16,3,0,0
0,0,0,45,10,1,1
0,0,0,30,8,1,1
0,0,0,22,8,1,1
1,0,0,16,3,0,0
1,0,0,23,3,0,0
1,0,0,16,3,0,0
0,0,0,22,8,1,1
0,0,0,30,8,1,1
0,0,0,22,8,1,1
1,0,0,16,3,0,0
1,0,0,26,3,0,0
1,0,0,16,3,0,0
0,0,0,22,8,1,1
0,0,0,32,8,1,1
0,0,0,22,8,1,1
1,0,0,16,3,0,0
1,0,0,26,3,0,0
1,0,0,16,3,0,0
0,0,0,22,8,1,1
0,0,0,18,4,1,1
0,0,0,13,3,1,1
1,0,0,16,3,0,0
1,0,0,20,5,0,0
1,0,0,15,5,0,0
0,0,0,13,3,1,1
0,0,0,23,3,1,1
0,0,0,13,3,1,1
1,0,0,15,5,0,0
1,0,0,20,5,0,0
1,0,0,15,5,0,0
0,0,0,13,2,1,1
0,0,0,9,3,1,1
0,0,0,4,3,1,1
0,0,0,4,3,1,1
0,6,0,67,5,1,1
1,0,6,62,10,0,0
0,6,0,67,5,1,1
0,6,0,77,8,1,1
0,6,0,67,8,1,1
1,0,6,62,10,0,0
1,0,6,43,10,0,0
1,0,6,33,10,0,0
0,6,0,67,7,1,1
0,6,0,47,5,1,1
0,6,0,37,5,1,1
1,0,6,33,10,0,0
1,0,6,40,10,0,0
1,0,6,31,8,0,0
0,6,0,37,5,1,1
0,6,0,21,3,1,1
0,6,0,12,3,1,1
1,0,6,31,8,0,0
1,0,6,32,8,0,0
1,0,6,24,8,0,0
0,6,0,12,2,1,1
0,6,0,12,2,1,1
0,6,0,6,2,1,1
0,6,0,6,2,1,1
1,0,24,42,4,1,0
0,24,0,47,7,0,1
1,0,24,42,4,1,0
1,0,24,45,4,1,0
1,0,24,35,2,1,0
0,24,0,47,7,0,1
0,24,0,33,6,0,1
0,24,0,23,4,0,1
1,0,24,35,2,1,0
1,0,24,42,2,1,0
1,0,24,32,2,1,0
0,24,0,23,4,0,1
0,24,0,28,4,0,1
0,24,0,19,4,0,1
1,0,24,32,2,1,0
1,0,24,15,2,1,0
1,0,24,10,2,1,0
1,0,24,10,2,1,0
0,24,2,68,2,1,1
1,2,24,63,6,0,0
0,24,2,68,2,1,1
0,24,2,78,4,1,1
0,24,2,68,4,1,1
1,2,24,63,6,0,0
1,2,24,72,6,0,0
1,2,24,62,6,0,0
0,24,2,68,4,1,1
0,24,2,69,5,1,1
0,24,2,59,3,1,1
1,2,24,62,6,0,0
1,2,24,72,6,0,0
1,2,24,62,6,0,0
0,24,2,59,3,1,1
0,24,2,69,3,1,1
0,24,2,59,3,1,1
1,2,24,62,6,0,0
1,2,24,72,6,0,0
1,2,24,62,6,0,0
0,24,2,59,3,1,1
0,24,2,62,3,1,1
0,24,2,52,3,1,1
1,2,24,62,6,0,0
1,2,24,65,6,0,0
1,2,24,55,6,0,0
0,24,2,52,3,1,1
0,24,2,42,2,1,1
0,24,2,32,2,1,1
1,2,24,55,6,0,0
1,2,24,59,8,0,0
1,2,24,49,8,0,0
0,24,2,32,2,1,1
0,24,2,42,2,1,1
0,24,2,32,2,1,1
1,2,24,49,8,0,0
1,2,24,51,9,0,0
1,2,24,42,9,0,0
0,24,2,32,2,1,1
0,24,2,42,2,1,1
0,24,2,32,2,1,1
1,2,24,42,9,0,0
1,2,24,49,13,0,0
1,2,24,41,12,0,0
0,24,2,32,2,1,1
0,24,2,38,4,1,1
0,24,2,29,4,1,1
1,2,24,41,12,0,0
1,2,24,39,10,0,0
1,2,24,31,8,0,0
0,24,2,29,4,1,1
0,24,2,39,4,1,1
0,24,2,29,4,1,1
1,2,24,31,8,0,0
1,2,24,17,5,0,0
1,2,24,11,5,0,0
0,24,2,29,3,1,1
0,24,2,17,3,1,1
0,24,2,10,3,1,1
0,24,2,10,3,1,1
1,2,25,66,6,0,0
0,25,2,79,13,1,1
1,2,25,66,6,0,0
1,2,25,48,5,0,0
1,2,25,38,3,0,0
0,25,2,79,13,1,1
0,25,2,83,13,1,1
0,25,2,73,13,1,1
1,2,25,38,3,0,0
1,2,25,39,4,0,0
1,2,25,29,4,0,0
0,25,2,73,12,1,1
0,25,2,53,7,1,1
0,25,2,43,7,1,1
1,2,25,29,4,0,0
1,2,25,32,4,0,0
1,2,25,24,4,0,0
0,25,2,43,6,1,1
0,25,2,27,4,1,1
0,25,2,17,4,1,1
1,2,25,24,4,0,0
1,2,25,34,4,0,0
1,2,25,24,4,0,0
0,25,2,17,4,1,1
0,25,2,24,6,1,1
0,25,2,17,4,1,1
1,2,25,24,4,0,0
1,2,25,22,3,0,0
1,2,25,15,3,0,0
0,25,2,17,4,1,1
0,25,2,27,4,1,1
0,25,2,17,4,1,1
1,2,25,15,3,0,0
1,2,25,22,3,0,0
1,2,25,15,3,0,0
0,25,2,17,4,1,1
0,25,2,27,4,1,1
0,25,2,17,4,1,1
1,2,25,15,3,0,0
1,2,25,25,3,0,0
1,2,25,15,3,0,0
0,25,2,17,4,1,1
0,25,2,27,4,1,1
0,25,2,17,4,1,1
1,2,25,15,3,0,0
1,2,25,19,3,0,0
1,2,25,14,1,0,0
0,25,2,17,4,1,1
0,25,2,17,3,1,1
0,25,2,10,3,1,1
0,25,2,10,3,1,1
0,29,2,41,2,1,1
1,2,29,34,3,0,0
1,2,29,34,4,0,0
1,2,29,24,4,0,0
0,29,2,41,2,1,1
0,29,2,31,1,1,1
0,29,2,21,1,1,1
1,2,29,24,4,0,0
1,2,29,28,4,0,0
1,2,29,19,4,0,0
0,29,2,21,1,1,1
0,29,2,23,2,1,1
0,29,2,14,2,1,1
1,2,29,19,4,0,0
1,2,29,26,4,0,0
1,2,29,18,4,0,0
0,29,2,14,2,1,1
0,29,2,18,2,1,1
0,29,2,12,2,1,1
1,2,29,18,4,0,0
1,2,29,28,4,0,0
1,2,29,18,4,0,0
0,29,2,12,2,1,1
0,29,2,17,5,1,1
0,29,2,12,3,1,1
1,2,29,18,4,0,0
1,2,29,17,6,0,0
1,2,29,10,6,0,0
1,2,29,10,6,0,0
1,2,57,38,1,1,0
0,57,2,67,4,0,1
1,2,57,38,1,1,0
1,2,57,44,1,1,0
1,2,57,34,1,1,0
0,57,2,67,3,0,1
0,57,2,47,3,0,1
0,57,2,37,3,0,1
1,2,57,34,1,1,0
1,2,57,44,1,1,0
1,2,57,34,1,1,0
0,57,2,37,3,0,1
0,57,2,47,4,0,1
0,57,2,37,3,0,1
1,2,57,34,1,1,0
1,2,57,36,5,1,0
1,2,57,26,5,1,0
0,57,2,37,3,0,1
0,57,2,38,4,0,1
0,57,2,28,3,0,1
1,2,57,26,5,1,0
1,2,57,31,7,1,0
1,2,57,24,7,1,0
0,57,2,28,3,0,1
0,57,2,38,3,0,1
0,57,2,28,3,0,1
1,2,57,24,7,1,0
1,2,57,28,9,1,0
1,2,57,22,9,1,0
0,57,2,28,3,0,1
0,57,2,38,5,0,1
0,57,2,28,3,0,1
1,2,57,22,9,1,0
1,2,57,32,9,1,0
1,2,57,22,9,1,0
0,57,2,28,3,0,1
0,57,2,32,6,0,1
0,57,2,22,6,0,1
1,2,57,22,9,1,0
1,2,57,28,9,1,0
1,2,57,22,9,1,0
0,57,2,22,6,0,1
0,57,2,22,6,0,1
0,57,2,17,3,0,1
1,2,57,22,8,1,0
1,2,57,12,6,1,0
1,2,57,8,6,1,0
1,2,57,8,6,1,0
0,57,6,76,8,0,1
1,6,57,45,5,1,0
0,57,6,76,8,0,1
0,57,6,80,8,0,1
0,57,6,70,6,0,1
1,6,57,45,4,1,0
1,6,57,25,4,1,0
1,6,57,16,4,1,0
0,57,6,70,6,0,1
0,57,6,75,6,0,1
0,57,6,65,4,0,1
1,6,57,16,4,1,0
1,6,57,26,4,1,0
1,6,57,16,4,1,0
0,57,6,65,4,0,1
0,57,6,75,4,0,1
0,57,6,65,4,0,1
1,6,57,16,4,1,0
1,6,57,21,5,1,0
1,6,57,14,5,1,0
0,57,6,65,4,0,1
0,57,6,69,7,0,1
0,57,6,59,5,0,1
1,6,57,14,5,1,0
1,6,57,17,5,1,0
1,6,57,12,4,1,0
0,57,6,59,5,0,1
0,57,6,69,7,0,1
0,57,6,59,7,0,1
1,6,57,12,4,1,0
1,6,57,22,4,1,0
1,6,57,12,4,1,0
0,57,6,59,7,0,1
0,57,6,66,7,0,1
0,57,6,56,5,0,1
1,6,57,12,4,1,0
1,6,57,15,8,1,0
1,6,57,10,8,1,0
1,6,57,10,8,1,0
1,52,57,55,6,1,0
0,57,52,80,11,0,1
1,52,57,55,6,1,0
1,52,57,62,8,1,0
1,52,57,52,8,1,0
0,57,52,80,10,0,1
0,57,52,63,10,0,1
0,57,52,53,7,0,1
1,52,57,52,8,1,0
1,52,57,62,8,1,0
1,52,57,52,8,1,0
0,57,52,53,7,0,1
0,57,52,60,6,0,1
0,57,52,50,6,0,1
1,52,57,52,8,1,0
1,52,57,61,11,1,0
1,52,57,51,11,1,0
0,57,52,50,5,0,1
0,57,52,30,5,0,1
0,57,52,21,4,0,1
1,52,57,51,10,1,0
1,52,57,33,9,1,0
1,52,57,23,9,1,0
0,57,52,21,4,0,1
0,57,52,31,4,0,1
0,57,52,23,4,0,1
1,52,57,23,9,1,0
1,52,57,20,6,1,0
1,52,57,13,4,1,0
0,57,52,23,4,0,1
0,57,52,26,6,0,1
0,57,52,16,6,0,1
1,52,57,13,4,1,0
1,52,57,20,5,1,0
1,52,57,13,4,1,0
0,57,52,16,6,0,1
0,57,52,26,6,0,1
0,57,52,16,6,0,1
1,52,57,13,4,1,0
1,52,57,23,4,1,0
1,52,57,13,4,1,0
0,57,52,16,6,0,1
0,57,52,26,6,0,1
0,57,52,20,6,0,1
1,52,57,13,4,1,0
1,52,57,23,4,1,0
1,52,57,13,4,1,0
0,57,52,20,6,0,1
0,57,52,24,9,0,1
0,57,52,14,9,0,1
1,52,57,13,4,1,0
1,52,57,8,3,1,0
1,52,57,1,3,1,0
1,52,57,1,3,1,0
0,57,65,35,7,0,1
1,65,57,57,6,1,0
1,65,57,37,6,1,0
1,65,57,27,6,1,0
0,57,65,35,7,0,1
0,57,65,41,7,0,1
0,57,65,31,7,0,1
1,65,57,27,6,1,0
1,65,57,37,6,1,0
1,65,57,27,6,1,0
0,57,65,31,7,0,1
0,57,65,41,7,0,1
0,57,65,31,7,0,1
1,65,57,27,6,1,0
1,65,57,37,6,1,0
1,65,57,27,6,1,0
0,57,65,31,7,0,1
0,57,65,38,7,0,1
0,57,65,30,7,0,1
1,65,57,27,6,1,0
1,65,57,25,5,1,0
1,65,57,17,5,1,0
0,57,65,30,6,0,1
0,57,65,20,6,0,1
0,57,65,13,6,0,1
1,65,57,17,5,1,0
1,65,57,11,4,1,0
1,65,57,4,4,1,0
1,65,57,4,4,1,0
1,74,57,63,2,0,0
0,57,74,48,5,1,1
1,74,57,63,2,0,0
1,74,57,70,2,0,0
1,74,57,60,2,0,0
0,57,74,48,5,1,1
0,57,74,57,6,1,1
0,57,74,47,5,1,1
1,74,57,60,2,0,0
1,74,57,70,4,0,0
1,74,57,60,2,0,0
0,57,74,47,5,1,1
0,57,74,52,7,1,1
0,57,74,42,7,1,1
1,74,57,60,2,0,0
1,74,57,63,2,0,0
1,74,57,53,2,0,0
0,57,74,42,7,1,1
0,57,74,49,9,1,1
0,57,74,39,9,1,1
1,74,57,53,2,0,0
1,74,57,55,5,0,0
1,74,57,45,5,0,0
0,57,74,39,8,1,1
0,57,74,22,7,1,1
0,57,74,14,7,1,1
1,74,57,45,5,0,0
1,74,57,55,5,0,0
1,74,57,45,5,0,0
0,57,74,14,7,1,1
0,57,74,22,7,1,1
0,57,74,14,7,1,1
1,74,57,45,5,0,0
1,74,57,35,4,0,0
1,74,57,26,4,0,0
0,57,74,14,7,1,1
0,57,74,23,7,1,1
0,57,74,18,5,1,1
1,74,57,26,4,0,0
1,74,57,31,6,0,0
1,74,57,24,6,0,0
0,57,74,18,5,1,1
0,57,74,28,5,1,1
0,57,74,18,5,1,1
1,74,57,24,6,0,0
1,74,57,34,6,0,0
1,74,57,24,6,0,0
0,57,74,18,5,1,1
0,57,74,19,7,1,1
0,57,74,10,7,1,1
0,57,74,10,7,1,1
0,71,74,79,5,1,1
0,71,74,59,3,1,1
0,71,74,49,3,1,1
1,74,71,45,7,0,0
1,74,71,55,8,0,0
1,74,71,45,7,0,0
0,71,74,49,3,1,1
0,71,74,59,4,1,1
0,71,74,49,4,1,1
1,74,71,45,7,0,0
1,74,71,41,4,0,0
1,74,71,31,4,0,0
0,71,74,49,4,1,1
0,71,74,50,4,1,1
0,71,74,40,3,1,1
1,74,71,31,4,0,0
1,74,71,32,7,0,0
1,74,71,24,7,0,0
0,71,74,40,3,1,1
0,71,74,48,4,1,1
0,71,74,39,3,1,1
1,74,71,24,7,0,0
1,74,71,34,7,0,0
1,74,71,24,7,0,0
0,71,74,39,3,1,1
0,71,74,41,5,1,1
0,71,74,32,5,1,1
1,74,71,24,7,0,0
1,74,71,34,7,0,0
1,74,71,24,7,0,0
0,71,74,32,5,1,1
0,71,74,36,5,1,1
0,71,74,28,3,1,1
1,74,71,24,7,0,0
1,74,71,34,7,0,0
1,74,71,24,7,0,0
0,71,74,28,3,1,1
0,71,74,36,3,1,1
0,71,74,28,3,1,1
1,74,71,24,7,0,0
1,74,71,33,7,0,0
1,74,71,24,7,0,0
0,71,74,28,3,1,1
0,71,74,33,5,1,1
0,71,74,26,5,1,1
1,74,71,24,7,0,0
1,74,71,34,7,0,0
1,74,71,24,7,0,0
0,71,74,26,5,1,1
0,71,74,26,4,1,1
0,71,74,20,4,1,1
1,74,71,24,7,0,0
1,74,71,19,4,0,0
1,74,71,12,4,0,0
0,71,74,20,4,1,1
0,71,74,10,3,1,1
0,71,74,6,3,1,1
0,71,74,6,3,1,1
1,74,72,64,9,1,0
0,72,74,62,6,0,1
1,74,72,64,9,1,0
1,74,72,73,10,1,0
1,74,72,63,7,1,0
0,72,74,62,6,0,1
0,72,74,66,6,0,1
0,72,74,56,4,0,1
1,74,72,63,7,1,0
1,74,72,73,9,1,0
1,74,72,63,7,1,0
0,72,74,56,4,0,1
0,72,74,66,5,0,1
0,72,74,56,5,0,1
1,74,72,63,7,1,0
1,74,72,68,7,1,0
1,74,72,58,7,1,0
0,72,74,56,5,0,1
0,72,74,63,9,0,1
0,72,74,53,8,0,1
1,74,72,58,7,1,0
1,74,72,68,8,1,0
1,74,72,58,7,1,0
