current_player,is_current_player_hand_winner,is_current_player_game_winner,current_player_end_hand_score_advantage,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,num_melds,point_sum_melds,num_combos,point_sum_combos,num_knock_cache,point_sum_knock_cache,num_load_cards,point_sum_load_cards,turns_taken,num_nearby_opponent_cards,discard_danger
1.0,0,1,-8.0,6.0,0.0,13.0,5.0,2.0,30.0,1.0,6.0,2.0,6.0,1.0,4.0,16.0,0.0,0.16870630548285775
0.0,1,0,8.0,0.0,6.0,14.0,6.0,2.0,33.0,3.0,15.0,3.0,7.0,0.0,0.0,17.0,0.0,1.1739688781653987
1.0,0,1,-8.0,6.0,0.0,11.0,5.0,2.0,30.0,1.0,6.0,2.0,5.0,0.0,0.0,18.0,0.0,0.08862117556925181
0.0,1,0,8.0,0.0,6.0,14.0,6.0,2.0,33.0,3.0,15.0,3.0,7.0,0.0,0.0,19.0,0.0,0.14845948246248886
1.0,0,1,-8.0,6.0,0.0,11.0,5.0,2.0,30.0,1.0,6.0,2.0,5.0,0.0,0.0,20.0,0.0,0.5656348859957954
0.0,1,0,8.0,0.0,6.0,3.0,2.0,3.0,42.0,0.0,0.0,1.0,2.0,0.0,0.0,21.0,0.0,0.5645136171393068
1.0,1,1,15.0,6.0,8.0,56.0,5.0,1.0,30.0,2.0,29.0,1.0,4.0,3.0,24.0,1.0,0.0,0.15819773271160378
0.0,0,0,-15.0,8.0,6.0,42.0,8.0,0.0,0.0,4.0,27.0,4.0,3.0,2.0,11.0,2.0,0.0,0.31009149528446656
1.0,1,1,15.0,6.0,8.0,50.0,5.0,1.0,30.0,2.0,29.0,2.0,7.0,2.0,15.0,3.0,0.0,0.4910337803083531
0.0,0,0,-15.0,8.0,6.0,42.0,8.0,0.0,0.0,4.0,27.0,4.0,3.0,2.0,11.0,4.0,0.0,0.15022043839816374
1.0,1,1,15.0,6.0,8.0,43.0,5.0,1.0,30.0,2.0,29.0,2.0,5.0,2.0,9.0,5.0,0.0,0.07403832614958837
0.0,0,0,-15.0,8.0,6.0,35.0,11.0,0.0,0.0,6.0,30.0,5.0,4.0,1.0,3.0,6.0,0.0,0.3718459892077159
1.0,1,1,15.0,6.0,8.0,36.0,3.0,1.0,30.0,1.0,14.0,3.0,6.0,2.0,9.0,7.0,0.0,0.09455739040665162
0.0,0,0,-15.0,8.0,6.0,35.0,11.0,0.0,0.0,6.0,30.0,5.0,4.0,1.0,3.0,8.0,0.0,0.20796287015175569
1.0,1,1,15.0,6.0,8.0,18.0,3.0,2.0,42.0,0.0,0.0,3.0,7.0,1.0,7.0,9.0,0.0,0.31745152951039435
0.0,0,0,-15.0,8.0,6.0,25.0,5.0,1.0,3.0,2.0,8.0,4.0,5.0,1.0,5.0,10.0,0.0,0.11807298537875507
1.0,1,1,15.0,6.0,8.0,18.0,3.0,2.0,42.0,0.0,0.0,3.0,7.0,1.0,7.0,11.0,0.0,0.12748372199759167
0.0,0,0,-15.0,8.0,6.0,25.0,5.0,1.0,3.0,2.0,8.0,4.0,5.0,1.0,5.0,12.0,0.0,0.17754217736528263
1.0,1,1,15.0,6.0,8.0,10.0,3.0,2.0,44.0,0.0,0.0,3.0,7.0,0.0,0.0,13.0,0.0,0.10136615906568865
1.0,1,1,49.0,21.0,8.0,9.0,4.0,2.0,14.0,1.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.41741154488438226
1.0,1,1,35.0,70.0,8.0,43.0,8.0,1.0,15.0,3.0,23.0,3.0,4.0,2.0,15.0,1.0,0.0,0.27034414068320967
0.0,0,0,-35.0,8.0,70.0,62.0,7.0,0.0,0.0,4.0,33.0,4.0,6.0,3.0,25.0,2.0,0.0,0.2631340144655907
1.0,1,1,35.0,70.0,8.0,13.0,7.0,2.0,42.0,2.0,5.0,3.0,4.0,1.0,5.0,3.0,0.0,0.14666520780796774
0.0,0,0,-35.0,8.0,70.0,57.0,8.0,0.0,0.0,5.0,41.0,4.0,6.0,2.0,15.0,4.0,0.0,1.5574654489254247
1.0,1,1,35.0,70.0,8.0,13.0,7.0,2.0,42.0,2.0,5.0,3.0,4.0,1.0,5.0,5.0,0.0,0.7234022770399003
0.0,0,0,-35.0,8.0,70.0,57.0,7.0,0.0,0.0,4.0,21.0,4.0,6.0,4.0,34.0,6.0,1.0,0.10321412380518168
1.0,1,1,35.0,70.0,8.0,13.0,7.0,2.0,42.0,2.0,5.0,3.0,4.0,1.0,5.0,7.0,0.0,0.4423089768326844
0.0,0,0,-35.0,8.0,70.0,54.0,7.0,0.0,0.0,4.0,21.0,4.0,6.0,4.0,30.0,8.0,1.0,0.30171459677941975
1.0,1,1,35.0,70.0,8.0,13.0,7.0,2.0,42.0,2.0,5.0,3.0,4.0,1.0,5.0,9.0,0.0,0.10732814891812362
0.0,0,0,-35.0,8.0,70.0,46.0,7.0,0.0,0.0,4.0,21.0,4.0,4.0,3.0,21.0,10.0,0.0,1.0132115101750383
1.0,1,1,35.0,70.0,8.0,7.0,6.0,2.0,51.0,2.0,5.0,3.0,4.0,0.0,0.0,11.0,0.0,0.5671734244555675
0.0,0,0,-6.0,0.0,0.0,32.0,4.0,1.0,12.0,1.0,14.0,4.0,6.0,1.0,5.0,1.0,0.0,0.32127664336331585
1.0,1,1,6.0,0.0,0.0,61.0,6.0,0.0,0.0,3.0,34.0,4.0,3.0,2.0,16.0,2.0,0.0,0.22229529009603965
0.0,0,0,-6.0,0.0,0.0,32.0,4.0,1.0,12.0,1.0,14.0,4.0,6.0,1.0,5.0,3.0,0.0,0.4024903706562456
1.0,1,1,6.0,0.0,0.0,59.0,6.0,0.0,0.0,3.0,29.0,4.0,3.0,3.0,26.0,4.0,0.0,0.16069337103894504
0.0,0,0,-6.0,0.0,0.0,32.0,4.0,1.0,12.0,1.0,14.0,4.0,6.0,1.0,5.0,5.0,0.0,0.2536151579119244
1.0,1,1,6.0,0.0,0.0,54.0,6.0,0.0,0.0,3.0,29.0,4.0,3.0,3.0,20.0,6.0,1.0,0.16506299824678147
0.0,0,0,-6.0,0.0,0.0,27.0,4.0,1.0,15.0,2.0,13.0,4.0,6.0,1.0,7.0,7.0,0.0,0.21011092663421171
1.0,1,1,6.0,0.0,0.0,28.0,3.0,1.0,21.0,1.0,0.0,4.0,3.0,3.0,18.0,8.0,1.0,0.221585061708986
0.0,0,0,-6.0,0.0,0.0,27.0,4.0,1.0,15.0,2.0,13.0,4.0,6.0,1.0,7.0,9.0,1.0,0.0
1.0,1,1,6.0,0.0,0.0,26.0,5.0,1.0,21.0,2.0,12.0,4.0,3.0,1.0,4.0,10.0,1.0,0.18539763855648214
0.0,0,0,-6.0,0.0,0.0,27.0,4.0,1.0,15.0,2.0,13.0,4.0,6.0,1.0,7.0,11.0,1.0,0.21155882107001214
1.0,1,1,6.0,0.0,0.0,23.0,5.0,1.0,21.0,2.0,7.0,4.0,3.0,1.0,6.0,12.0,1.0,0.8835374999240302
0.0,0,0,-6.0,0.0,0.0,16.0,1.0,1.0,25.0,0.0,0.0,4.0,6.0,1.0,5.0,13.0,1.0,0.8818147522049703
1.0,1,1,6.0,0.0,0.0,7.0,5.0,2.0,33.0,1.0,0.0,4.0,3.0,0.0,0.0,14.0,1.0,1.5775660780296974
1.0,1,1,6.0,6.0,0.0,24.0,2.0,2.0,39.0,0.0,0.0,2.0,4.0,2.0,17.0,1.0,0.0,0.297928587430357
0.0,0,0,-6.0,0.0,6.0,50.0,7.0,0.0,0.0,4.0,18.0,5.0,5.0,3.0,21.0,2.0,1.0,0.10624498987349296
1.0,1,1,6.0,6.0,0.0,24.0,2.0,2.0,39.0,0.0,0.0,2.0,4.0,2.0,17.0,3.0,0.0,0.24842174712180587
0.0,0,0,-6.0,0.0,6.0,23.0,7.0,1.0,21.0,3.0,3.0,5.0,5.0,2.0,11.0,4.0,1.0,0.2774911157716111
1.0,1,1,6.0,6.0,0.0,24.0,2.0,2.0,39.0,0.0,0.0,2.0,4.0,2.0,17.0,5.0,0.0,0.5135762938715855
0.0,0,0,-6.0,0.0,6.0,23.0,9.0,1.0,21.0,4.0,14.0,5.0,5.0,0.0,0.0,6.0,1.0,0.3216545253619004
1.0,1,1,6.0,6.0,0.0,15.0,2.0,2.0,39.0,0.0,0.0,3.0,4.0,1.0,7.0,7.0,0.0,0.22924882023263574
0.0,0,0,-6.0,0.0,6.0,23.0,9.0,1.0,21.0,4.0,14.0,5.0,5.0,0.0,0.0,8.0,1.0,0.08193150210368408
1.0,1,1,6.0,6.0,0.0,15.0,2.0,2.0,39.0,0.0,0.0,3.0,4.0,1.0,7.0,9.0,0.0,0.16538555373494954
0.0,0,0,-6.0,0.0,6.0,21.0,7.0,1.0,21.0,3.0,3.0,5.0,5.0,2.0,9.0,10.0,2.0,0.10124725490582269
1.0,1,1,6.0,6.0,0.0,9.0,4.0,2.0,39.0,1.0,2.0,4.0,5.0,0.0,0.0,11.0,0.0,0.25346429677207394
0.0,1,0,11.0,0.0,12.0,61.0,7.0,0.0,0.0,3.0,18.0,4.0,4.0,4.0,35.0,1.0,0.0,0.42570980866855807
1.0,0,1,-11.0,12.0,0.0,38.0,3.0,1.0,39.0,1.0,8.0,2.0,5.0,3.0,24.0,2.0,0.0,0.27298387389786166
0.0,1,0,11.0,0.0,12.0,61.0,7.0,0.0,0.0,3.0,18.0,4.0,4.0,4.0,35.0,3.0,1.0,0.7294635388069355
1.0,0,1,-11.0,12.0,0.0,31.0,5.0,1.0,39.0,2.0,11.0,3.0,7.0,2.0,14.0,4.0,0.0,0.06818408048791438
0.0,1,0,11.0,0.0,12.0,49.0,5.0,1.0,0.0,2.0,18.0,2.0,4.0,3.0,26.0,5.0,1.0,0.2256607275521708
1.0,0,1,-11.0,12.0,0.0,26.0,7.0,1.0,39.0,3.0,18.0,3.0,6.0,1.0,6.0,6.0,0.0,0.7023883029328271
0.0,1,0,11.0,0.0,12.0,49.0,6.0,1.0,0.0,3.0,38.0,2.0,4.0,1.0,6.0,7.0,1.0,0.13051035771229685
1.0,0,1,-11.0,12.0,0.0,19.0,7.0,1.0,47.0,3.0,18.0,3.0,6.0,0.0,0.0,8.0,0.0,0.5810181123347724
0.0,1,0,11.0,0.0,12.0,21.0,3.0,2.0,30.0,1.0,4.0,2.0,4.0,2.0,13.0,9.0,1.0,0.49093491258110183
1.0,0,1,-11.0,12.0,0.0,19.0,6.0,1.0,47.0,3.0,18.0,3.0,6.0,0.0,0.0,10.0,0.0,0.1213289745470654
0.0,1,0,11.0,0.0,12.0,17.0,3.0,2.0,30.0,1.0,4.0,3.0,7.0,1.0,6.0,11.0,1.0,0.07312609720436937
1.0,0,1,-11.0,12.0,0.0,19.0,6.0,1.0,47.0,3.0,18.0,3.0,6.0,0.0,0.0,12.0,0.0,0.14849039768276495
0.0,1,0,11.0,0.0,12.0,12.0,3.0,2.0,30.0,1.0,4.0,3.0,5.0,1.0,3.0,13.0,1.0,0.25707084943788294
1.0,0,1,-11.0,12.0,0.0,19.0,6.0,1.0,47.0,3.0,18.0,3.0,6.0,0.0,0.0,14.0,0.0,0.6407024690003791
0.0,1,0,11.0,0.0,12.0,8.0,2.0,2.0,30.0,1.0,4.0,3.0,5.0,0.0,0.0,15.0,1.0,1.0087829311932226
1.0,0,1,-5.0,12.0,11.0,22.0,3.0,2.0,36.0,0.0,0.0,2.0,4.0,2.0,14.0,1.0,0.0,0.42570980866855807
0.0,1,0,5.0,11.0,12.0,53.0,4.0,1.0,27.0,2.0,40.0,2.0,3.0,2.0,17.0,2.0,0.0,0.07029120461915787
1.0,0,1,-5.0,12.0,11.0,20.0,5.0,2.0,36.0,1.0,12.0,2.0,4.0,0.0,0.0,3.0,0.0,0.45061098587544973
0.0,1,0,5.0,11.0,12.0,45.0,2.0,1.0,27.0,1.0,20.0,3.0,4.0,2.0,17.0,4.0,0.0,0.08091521009299156
1.0,0,1,-5.0,12.0,11.0,15.0,4.0,2.0,36.0,1.0,2.0,3.0,5.0,1.0,6.0,5.0,0.0,0.1981275086117745
0.0,1,0,5.0,11.0,12.0,42.0,4.0,1.0,27.0,2.0,33.0,3.0,4.0,0.0,0.0,6.0,0.0,0.14491567450456555
1.0,0,1,-5.0,12.0,11.0,14.0,4.0,2.0,36.0,1.0,2.0,3.0,5.0,1.0,5.0,7.0,0.0,0.1929666146083324
0.0,1,0,5.0,11.0,12.0,40.0,4.0,1.0,27.0,2.0,27.0,3.0,4.0,1.0,10.0,8.0,0.0,0.3665295349509977
1.0,0,1,-5.0,12.0,11.0,14.0,4.0,2.0,36.0,1.0,2.0,3.0,5.0,1.0,5.0,9.0,0.0,0.12914277513592515
0.0,1,0,5.0,11.0,12.0,31.0,7.0,1.0,27.0,4.0,28.0,4.0,4.0,0.0,0.0,10.0,0.0,0.10818401105521307
1.0,0,1,-5.0,12.0,11.0,11.0,4.0,2.0,36.0,1.0,2.0,3.0,4.0,1.0,3.0,11.0,0.0,0.27365142918466184
0.0,1,0,5.0,11.0,12.0,28.0,4.0,1.0,27.0,2.0,1.0,4.0,4.0,3.0,17.0,12.0,0.0,0.0
1.0,0,1,-5.0,12.0,11.0,11.0,4.0,2.0,36.0,1.0,2.0,3.0,4.0,1.0,3.0,13.0,0.0,0.0
0.0,1,0,5.0,11.0,12.0,18.0,2.0,2.0,27.0,0.0,0.0,2.0,4.0,2.0,10.0,14.0,0.0,0.07329377693342887
1.0,0,1,-5.0,12.0,11.0,11.0,4.0,2.0,36.0,1.0,2.0,3.0,4.0,1.0,3.0,15.0,0.0,0.7344447497301754
0.0,1,0,5.0,11.0,12.0,11.0,1.0,2.0,36.0,0.0,0.0,2.0,4.0,1.0,4.0,16.0,0.0,0.28813483858764977
1.0,0,1,-5.0,12.0,11.0,11.0,4.0,2.0,36.0,1.0,2.0,3.0,4.0,1.0,3.0,17.0,0.0,0.0
0.0,1,0,5.0,11.0,12.0,6.0,0.0,2.0,36.0,0.0,0.0,2.0,4.0,0.0,0.0,18.0,0.0,1.3743245761108098
0.0,0,0,-6.0,16.0,12.0,52.0,4.0,0.0,0.0,2.0,21.0,4.0,6.0,3.0,21.0,1.0,0.0,0.41741154488438226
1.0,1,1,6.0,12.0,16.0,37.0,3.0,1.0,24.0,1.0,0.0,4.0,5.0,3.0,27.0,2.0,0.0,0.1264456296780661
0.0,0,0,-6.0,16.0,12.0,44.0,8.0,0.0,0.0,4.0,26.0,4.0,4.0,3.0,14.0,3.0,0.0,0.38198272851772663
1.0,1,1,6.0,12.0,16.0,27.0,2.0,1.0,32.0,1.0,0.0,4.0,5.0,2.0,17.0,4.0,0.0,0.058750913780330115
0.0,0,0,-6.0,16.0,12.0,44.0,8.0,0.0,0.0,4.0,26.0,4.0,4.0,3.0,14.0,5.0,0.0,0.2518655156775755
1.0,1,1,6.0,12.0,16.0,27.0,2.0,1.0,32.0,1.0,0.0,4.0,5.0,2.0,17.0,6.0,0.0,0.0
0.0,0,0,-6.0,16.0,12.0,44.0,8.0,0.0,0.0,4.0,26.0,4.0,4.0,3.0,14.0,7.0,0.0,0.0
1.0,1,1,6.0,12.0,16.0,20.0,2.0,1.0,32.0,1.0,0.0,4.0,3.0,2.0,11.0,8.0,0.0,0.21377098966959934
0.0,0,0,-6.0,16.0,12.0,32.0,5.0,1.0,3.0,2.0,21.0,3.0,5.0,1.0,4.0,9.0,0.0,0.8329930592148049
1.0,1,1,6.0,12.0,16.0,20.0,2.0,1.0,32.0,1.0,0.0,4.0,3.0,2.0,11.0,10.0,0.0,0.16492354437634554
0.0,0,0,-6.0,16.0,12.0,30.0,6.0,1.0,3.0,3.0,25.0,3.0,5.0,0.0,0.0,11.0,0.0,0.5350034145537582
1.0,1,1,6.0,12.0,16.0,20.0,2.0,1.0,32.0,1.0,0.0,4.0,3.0,2.0,11.0,12.0,0.0,0.29811998905286563
0.0,0,0,-6.0,16.0,12.0,13.0,3.0,2.0,18.0,1.0,7.0,3.0,5.0,0.0,0.0,13.0,0.0,0.27968829157503106
1.0,1,1,6.0,12.0,16.0,7.0,4.0,2.0,45.0,1.0,0.0,4.0,3.0,0.0,0.0,14.0,0.0,0.22318383256976254
1.0,0,1,-8.0,18.0,16.0,37.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,4.0,28.0,1.0,0.0,0.3285809871002412
0.0,1,0,8.0,16.0,18.0,49.0,3.0,1.0,30.0,1.0,14.0,2.0,4.0,3.0,26.0,2.0,0.0,0.4001850221611033
1.0,0,1,-8.0,18.0,16.0,33.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,4.0,23.0,3.0,0.0,0.4615816812318123
0.0,1,0,8.0,16.0,18.0,45.0,3.0,1.0,30.0,1.0,14.0,2.0,4.0,3.0,21.0,4.0,0.0,0.5131177383545324
1.0,0,1,-8.0,18.0,16.0,33.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,4.0,23.0,5.0,0.0,0.3607912617181327
0.0,1,0,8.0,16.0,18.0,41.0,7.0,1.0,30.0,2.0,24.0,2.0,4.0,1.0,6.0,6.0,0.0,0.3185695321782948
1.0,0,1,-8.0,18.0,16.0,33.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,4.0,23.0,7.0,0.0,0.1852175549950862
0.0,1,0,8.0,16.0,18.0,27.0,5.0,2.0,36.0,1.0,10.0,1.0,5.0,2.0,13.0,8.0,0.0,0.23135290687315777
1.0,0,1,-8.0,18.0,16.0,33.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,4.0,23.0,9.0,0.0,0.17985599453940676
0.0,1,0,8.0,16.0,18.0,22.0,5.0,2.0,36.0,1.0,10.0,2.0,7.0,1.0,6.0,10.0,0.0,0.23765544829985685
1.0,0,1,-8.0,18.0,16.0,33.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,4.0,23.0,11.0,0.0,0.0
0.0,1,0,8.0,16.0,18.0,22.0,5.0,2.0,36.0,1.0,10.0,2.0,7.0,1.0,6.0,12.0,0.0,0.2764073725379753
1.0,0,1,-8.0,18.0,16.0,11.0,2.0,2.0,24.0,0.0,0.0,3.0,3.0,1.0,4.0,13.0,0.0,0.7730028987507452
0.0,1,0,8.0,16.0,18.0,3.0,4.0,3.0,51.0,0.0,0.0,1.0,2.0,0.0,0.0,14.0,0.0,0.21244796593573312
0.0,0,0,-47.0,24.0,18.0,66.0,9.0,0.0,0.0,4.0,46.0,3.0,7.0,2.0,16.0,1.0,0.0,0.3090985197379332
1.0,1,1,47.0,18.0,24.0,15.0,4.0,2.0,34.0,0.0,0.0,2.0,3.0,1.0,10.0,2.0,0.0,0.44640742652370385
0.0,0,0,-47.0,24.0,18.0,66.0,9.0,0.0,0.0,4.0,46.0,3.0,7.0,2.0,17.0,3.0,0.0,0.514320687360413
1.0,1,1,47.0,18.0,24.0,6.0,4.0,2.0,34.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.17611454717706163
0.0,1,0,12.0,24.0,65.0,55.0,7.0,0.0,0.0,4.0,30.0,4.0,6.0,2.0,15.0,1.0,0.0,0.5041126283308427
1.0,0,1,-12.0,65.0,24.0,37.0,3.0,1.0,30.0,1.0,4.0,3.0,5.0,4.0,26.0,2.0,1.0,0.0630797032971166
0.0,1,0,12.0,24.0,65.0,53.0,9.0,0.0,0.0,5.0,44.0,4.0,6.0,1.0,6.0,3.0,0.0,0.6402931919123173
1.0,0,1,-12.0,65.0,24.0,37.0,3.0,1.0,30.0,1.0,4.0,3.0,5.0,4.0,25.0,4.0,1.0,0.06383840368188846
0.0,1,0,12.0,24.0,65.0,53.0,8.0,0.0,0.0,5.0,44.0,4.0,6.0,1.0,6.0,5.0,0.0,0.25885619482057215
1.0,0,1,-12.0,65.0,24.0,27.0,2.0,1.0,40.0,1.0,4.0,3.0,5.0,3.0,16.0,6.0,1.0,0.06458227840996159
0.0,1,0,12.0,24.0,65.0,28.0,6.0,1.0,21.0,3.0,15.0,4.0,6.0,1.0,6.0,7.0,0.0,0.17268171184227876
1.0,0,1,-12.0,65.0,24.0,27.0,2.0,1.0,40.0,1.0,4.0,3.0,5.0,3.0,16.0,8.0,1.0,0.23788679524652862
0.0,1,0,12.0,24.0,65.0,23.0,6.0,1.0,21.0,3.0,15.0,4.0,4.0,0.0,0.0,9.0,0.0,0.5198670988728069
1.0,0,1,-12.0,65.0,24.0,20.0,2.0,1.0,40.0,1.0,4.0,4.0,5.0,2.0,9.0,10.0,2.0,0.3992251937479231
0.0,1,0,12.0,24.0,65.0,8.0,4.0,2.0,36.0,1.0,0.0,4.0,4.0,0.0,0.0,11.0,0.0,0.5070593273161945
0.0,1,0,12.0,36.0,65.0,43.0,6.0,1.0,12.0,2.0,24.0,3.0,6.0,2.0,12.0,1.0,0.0,0.3695792205484628
1.0,0,1,-12.0,65.0,36.0,57.0,10.0,0.0,0.0,5.0,32.0,3.0,7.0,4.0,26.0,2.0,0.0,0.5504677438815211
0.0,1,0,12.0,36.0,65.0,42.0,6.0,1.0,12.0,2.0,21.0,3.0,6.0,2.0,14.0,3.0,0.0,0.05685919482145162
1.0,0,1,-12.0,65.0,36.0,56.0,10.0,0.0,0.0,5.0,32.0,3.0,7.0,4.0,24.0,4.0,0.0,0.36235721464776904
0.0,1,0,12.0,36.0,65.0,37.0,6.0,1.0,12.0,3.0,29.0,3.0,6.0,0.0,0.0,5.0,0.0,0.18644975178524079
1.0,0,1,-12.0,65.0,36.0,56.0,10.0,0.0,0.0,5.0,32.0,3.0,7.0,4.0,24.0,6.0,0.0,0.2729440475143869
0.0,1,0,12.0,36.0,65.0,36.0,6.0,1.0,12.0,3.0,28.0,3.0,6.0,0.0,0.0,7.0,0.0,0.27986968054349254
1.0,0,1,-12.0,65.0,36.0,48.0,10.0,0.0,0.0,5.0,32.0,3.0,4.0,3.0,16.0,8.0,0.0,0.08528614005128557
0.0,1,0,12.0,36.0,65.0,20.0,4.0,2.0,18.0,1.0,8.0,2.0,5.0,1.0,7.0,9.0,0.0,0.0
1.0,0,1,-12.0,65.0,36.0,26.0,9.0,1.0,18.0,4.0,20.0,3.0,4.0,2.0,9.0,10.0,0.0,0.7523233735411565
0.0,1,0,12.0,36.0,65.0,20.0,4.0,2.0,18.0,1.0,8.0,2.0,5.0,1.0,7.0,11.0,0.0,0.29658922112658703
1.0,0,1,-12.0,65.0,36.0,20.0,8.0,1.0,24.0,4.0,20.0,3.0,4.0,1.0,4.0,12.0,0.0,0.5723579629076855
0.0,1,0,12.0,36.0,65.0,20.0,4.0,2.0,18.0,1.0,8.0,2.0,5.0,1.0,7.0,13.0,0.0,0.0
